english,portugues
ganga,gangue
ritz,ritz
flack,flack
adamant,diamante
shortest,mais curto
doorknob,maçaneta
carts,carrinhos
jonesy,jonesy
slum,favela
sr.,Sr.
hap,feliz
carnage,carnificina
rapper,rapper
poole,piscina
vogue,voga
aditya,Aditya
undertaker,Agente funerário
eureka,eureca
sacramento,sacramento
burrows,tocas
cincinnati,cincinnati
mainframe,computador central
sociopath,sóciopata
elmo,elmo
cannabis,maconha
aims,mira
s--it,sentar
spraying,pulverização
craziness,loucura
uncanny,estranho
salaam,salaam
rainforest,floresta tropical
unethical,Antiético
jer,Jer
ringtone,toque
vested,investido
mules,mulas
piglet,leitão
cherished,querido
alba,Alba
toledo,Toledo
weiss,Weiss
gonna-,vai-
custard,Quindim
cylon,cilindro
liberties,liberdades
martine,Martina
newport,Nova Iorque
bland,brando
praises,elogios
osama,Osama
medici,Médicis
evolving,evoluindo
britt,brit
painfully,dolorosamente
delays,atrasos
tragically,tragicamente
commend,elogiar
repeats,repete
flakes,flocos
sewn,costurado
reilly,reilly
fyi,Para sua informação
descendant,descendente
handyman,faz-tudo
westminster,Westminster
sympathize,simpatizar
croft,croft
sneaked,esgueirado
tod,tod
ehh,eh
penetration,penetração
tampering,adulteração
suk,suk
conned,enganado
merrick,merrick
chaperone,acompanhante
singular,singular
loathe,detestar
pedophile,pedófilo
reducing,reduzindo
latino,latino
wick,pavio
short-term,curto prazo
aargh,argh
ist,ist
arkansas,Arkansas
norfolk,Norfolk
mutilated,mutilado
swallowing,engolir
plutonium,plutônio
one-man,um homem
asparagus,espargos
quagmire,atoleiro
centauri,centauro
bleeds,sangra
giulia,Júlia
alternatives,alternativas
spokesman,porta-voz
itinerary,itinerário
pox,varíola
termination,terminação
coy,recatado
malt,malte
soames,Soames
nba,NBA
displays,exibições
primal,primitivo
asher,aser
apt,apto
embracing,abraçando
georg,Jorge
damsel,donzela
brah,cara
chilled,refrigerado
vandalism,vandalismo
shrinking,encolhendo
reginald,Reginald
krauts,chucrutes
hiro,hiro
pj,pijama
ragged,esfarrapado
bilko,bilko
hoyt,ei
crazed,enlouquecido
audi,audi
ostrich,avestruz
oversee,vigiar
holdings,participações
generators,geradores
clangs,clangores
acoustic,acústico
kapoor,Kapoor
charisma,carisma
sadistic,sádico
admissions,admissões
misjudged,julgado mal
clubhouse,sede do clube
meade,hidromel
curls,cachos
camden,camden
chul,Chul
marla,Marla
perverse,perverso
nutrients,nutrientes
shawl,xaile
browning,escurecimento
deserving,merecedor
goro,goro
retreating,recuando
mischievous,pernicioso
jiffy,instante
repressed,reprimido
kaplan,Kaplan
astonished,atônito
catchy,cativante
playoffs,jogos decisivos
federico,Federico
astounding,surpreendente
washer,máquina de lavar
disclosure,divulgação
attracting,atraindo
cabe,cabe
mayer,Mayer
spiked,cravado
complains,reclama
keiko,Keiko
midwest,Centro Oeste
reptile,réptil
mythical,mítico
bitching,putaria
unpaid,não remunerado
neatly,ordenadamente
abbie,Abby
volvo,volvo
smokin,fumando
fallin,caindo
shepherds,pastores
prepped,preparado
l`ll,eu vou
enclosed,anexo
fai,fai
armando,Armando
agreements,acordos
deformed,deformado
billing,cobrança
cornwall,Cornualha
strains,Deformação
outdated,desatualizado
gullible,crédulo
falsely,falsamente
friar,frade
tuvok,tuvok
underwood,subbosque
17-year-old,17 anos de idade
gunpoint,mão armada
luo,luo
attire,traje
clientele,clientela
dreaded,temido
hatched,chocado
innovative,Inovativa
3d,3D
juices,sucos
conclusive,conclusivo
chennai,chennai
rey,rei
collapses,entra em colapso
schoolgirl,estudante
settings,configurações
schoolteacher,professor
dealership,concessionária
negotiator,negociador
dames,damas
rosario,Rosário
manicure,manicure
eavesdropping,escuta
wake-up,acordar
dipping,mergulho
splits,divisões
envoy,enviado
enlist,alistar-se
wilcox,Wilcox
faucet,torneira
archaeologist,arqueólogo
tolls,pedágios
gibbering,balbuciando
rican,rico
darby,Darby
scraped,raspado
albany,Albany
inspires,inspira
poked,cutucou
scumbags,canalhas
floated,flutuou
inspirational,inspirador
raisins,passas de uva
honorary,honorário
midway,no meio do caminho
dormitory,dormitório
mmm-mmm,mmm-mmm
sash,faixa
raced,correu
gage,calibrar
gauntlet,manopla
prudence,prudência
thrusters,propulsores
klara,Clara
succeeds,consegue
rom,ROM
indicted,indiciado
insider,interno
kamal,Kamal
moz,moz
bondage,escravidão
tending,cuidando
dodging,esquivando-se
ogden,ogden
rolex,rolex
macdonald,macdonald
airway,via aérea
elsie,Elsie
butchered,massacrado
herds,rebanhos
shelton,Shelton
journeys,viagens
coworkers,colegas de trabalho
wad,maço
innocents,inocentes
estimates,estimativas
drapes,cortinas
subspace,subespaço
notebooks,cadernos
son-of-a-bitch,Filho da puta
hyuk,hyuk
shiro,Shiro
lala,lalá
cram,empinar
salts,sais
cao,cao
olympus,olimpo
baboon,babuíno
reproach,censura
completing,completando
lady,senhora
sewed,costurou
karev,Karev
stitched,costurado
namaste,namastê
ion,íon
enrolled,matriculado
sprouts,brotos
fink,finjo
good-for-nothing,bom para nada
macarthur,macarthur
twenty-one,vinte e um
alyssa,Alyssa
outlook,panorama
teleport,teleporte
interrogating,interrogando
desks,mesas
profoundly,profundamente
dae,dae
hester,Hester
dyed,tingido
pika,pika
toki,toki
oats,aveia
ortiz,Ortiz
downward,para baixo
winged,alado
musketeers,mosqueteiros
tumour,tumor
stature,estatura
erich,Érico
baht,baht
rematch,revanche
lakshmi,lakshmi
neil,Neil
eunice,Eunice
attentive,atento
ge,ge
go-,ir-
equity,equidade
ringer,campainha
delinquent,delinquente
sculptor,escultor
netherlands,Holanda
odessa,odessa
marisol,Marisol
neurological,neurológico
slums,favelas
coordinator,coordenador
charismatic,carismático
garret,sótão
campfire,fogueira
tulip,tulipa
marshmallow,marshmallow
tensions,tensões
reconciliation,reconciliação
vou,você
waterloo,Waterloo
isaiah,Isaías
cortez,cortez
wasteland,terreno baldio
blueprint,planta
dinging,dinging
barkley,Barkley
stomping,pisoteando
levine,Levine
wallets,carteiras
nightgown,camisola
calculation,Cálculo
suppliers,fornecedores
vogel,vogel
companionship,companhia
burnett,Burnett
demented,demente
toro,touro
gregg,Gregg
mardi,carnaval
c.i.a.,cia.
shing,pescando
detectors,detectores
nachos,nachos
jens,jens
stomachs,estômagos
chilli,Pimenta
hotline,linha direta
seduction,sedução
ezekiel,Ezequiel
translating,traduzindo
chemotherapy,quimioterapia
pancho,Pancho
nephews,sobrinhos
boobies,peitos
mohan,mohan
coulda,poderia
revoked,revogado
variation,variação
newbie,novato
fergus,fergus
abode,morada
crucify,crucificar
blurred,borrado
is,é
spatter,respingos
nostrils,narinas
lexx,léxico
consistently,consistentemente
tutoring,aulas particulares
ingenuity,criatividade
lanterns,lanternas
writ,mandado
stalked,perseguido
heroism,heroísmo
baloney,bobagem
lecturing,dando palestras
deity,divindade
pokémon,Pokémon
hype,moda
one-eyed,caolho
housework,tarefas domésticas
chandelier,lustre
dubious,duvidoso
mstoll,mstoll
mammal,mamífero
follower,seguidor
albuquerque,albuquerque
jams,geléias
neighboring,vizinho
dual,dual
extends,estende
win-win,ganha-ganha
edmond,Edmundo
tremendously,Tremendo
madhouse,hospício
wizards,magos
oaks,carvalhos
martyrs,mártires
supporter,apoiador
exclude,excluir
vp,vice-presidente
unravel,desvendar
tucson,Tucson
red-handed,em flagrante
architects,arquitetos
taxis,Táxis
consecutive,consecutivo
untouchable,intocável
trough,cocho
pew,banco
accelerating,acelerando
inventing,inventando
chameleon,camaleão
selves,eus mesmos
nicholson,nicholson
taggart,taggart
sellers,vendedores
tendencies,tendências
rodent,roedor
bolton,Bolton
résumé,retomar
charities,instituições de caridade
plunged,afundou
staked,apostado
swells,incha
securities,títulos
recommendations,recomendações
hemorrhage,hemorragia
reconstruct,reconstruir
consort,consorte
revived,revivido
dion,Dion
simpsons,simpsons
swiped,deslizado
hawke,Falcão
startle,de sobressalto
prodigy,prodígio
canine,canino
reformed,reformado
lockers,armários
hors,fora
brighten,iluminar
chavez,Chávez
bouncy,saltitante
bueno,bom
tarts,tortas
collars,coleiras
eviction,despejo
eliminating,eliminando
whirlwind,redemoinho
munna,munna
lobsters,lagostas
ive,eu tenho
cryin,chorando
pastries,pastelaria
eloise,Eloísa
tijuana,Tijuana
cabs,táxis
synchro,sincronizado
sobriety,sobriedade
beka,Beka
intensifies,intensifica
fixes,Conserta
cheered,aplaudiu
aspen,álamo tremedor
pia,pia
ipad,iPad
guesses,suposições
chunky,robusto
gadgets,gadgets
discredit,desacreditar
awoke,acordou
ajax,ajax
lebanon,Líbano
midtown,centro da cidade
mano,mano
makoto,makoto
gibbons,gibões
two-bit,dois bits
ammonia,amônia
markus,Marcus
fickle,inconstante
punctured,perfurado
rounding,arredondamento
lavon,lavon
carousel,carrossel
offenses,ofensas
specialize,especializar-se
diagram,diagrama
civilised,civilizado
revival,renascimento
now,agora
compulsive,compulsivo
parisian,parisiense
bergman,Bergmann
year-old,anos
million-dollar,um milhão de dólares
yogi,iogue
kryptonite,criptonita
bosco,bosco
proverb,provérbio
break-up,romper
airlock,câmara de ar
finalists,finalistas
contemplate,contemplar
heartbreaking,comovente
restoring,restaurando
camped,acampado
topics,tópicos
frisbee,frisbee
braddock,Braddock
stoked,feliz
riff,riff
starr,estrela
appliances,eletrodomésticos
go.,ir.
gloom,melancolia
scrolls,pergaminhos
handcuff,algemar
creations,criações
fines,multas
intellectuals,intelectuais
vanishing,desaparecimento
polka,polca
cipher,cifra
tonnes,toneladas
bolo,bolo
chou,chou
impersonating,personificando
perceptive,perceptivo
hugely,imensamente
affidavit,declaração
who,Quem
shipyard,estaleiro
adjacent,adjacente
phoney,falso
bren,Breno
paxton,Paxton
man-,homem-
yearn,ansiar
calming,calmante
farnsworth,farnsworth
carp,carpa
fluent,fluente
takeout,retirar
generating,gerando
hearsay,boato
pastures,pastagens
remington,Remington
footing,base
twists,reviravoltas
fiesta,festa
illicit,ilícito
degrading,degradante
denzel,Denzel
mead,hidromel
stasis,estase
fuji,Fuji
slender,delgado
maverick,independente
stairway,escada
bins,caixas
mans,homem
flashed,brilhou
trivia,curiosidades
how,como
bickering,brigas
1960s,década de 1960
kimura,Kimura
hickey,chupão
unexplained,inexplicável
acquisition,aquisição
leeches,sanguessugas
profiles,perfis
pubs,pubs
finder,localizador
greenland,Groenlândia
merle,merle
announcements,anúncios
corral,curral
renata,renata
ditto,idem
coastline,litoral
t.,t.
misconduct,má conduta
dolan,dolan
flaps,abas
accompanying,acompanhante
sprout,brotar
ephram,Efram
inserted,inserido
aspirations,aspirações
furnished,mobiliado
oop,opa
rejoin,juntar-se novamente
madhu,madhu
a.k.a.,também conhecido como
caffrey,Caffrey
monumental,monumental
bipolar,bipolar
co2,co2
hamish,hamish
crunchy,crocante
treasurer,tesoureiro
elixir,elixir
miraculously,milagrosamente
milking,ordenha
tumbling,caindo
nurture,nutrir
goalie,goleiro
superiority,superioridade
mileage,quilometragem
cocoon,casulo
starlight,luz das estrelas
okey,ok
tinkling,tilintar
bojack,bojack
ex-con,ex-presidiário
thinker,pensador
get-,pegar-
nein,não
cannes,Cannes
ridiculously,ridiculamente
horrendous,horrendo
chases,perseguições
naruto,naruto
yeung,jovem
caterer,fornecedor
q.,q.
petting,acariciando
retained,retida
jagger,Jagger
quoted,citado
skips,pula
throbbing,latejante
exploits,explorações
doggone,maldito
dingo,dingo
betrothed,noivo
favorable,favorável
montague,montague
tarp,lona
hawthorne,espinheiro
tuberculosis,tuberculose
at,no
inhaling,inalando
jackal,chacal
kingston,Kingston
rhys,rima
scariest,mais assustador
duff,duff
foresee,prever
odyssey,odisseia
premonition,premonição
psychiatry,psiquiatria
sexiest,mais sexy
montecito,montecito
hani,hani
austen,Austen
creak,ranger
maniacs,maníacos
keaton,Keaton
adaptation,adaptação
indies,Índias
aristotle,aristóteles
suh,ah
cheques,Verificações
robust,robusto
deduction,dedução
dependable,confiável
duran,duran
introductions,introduções
pestering,importunando
rachael,Raquel
bison,búfalo
meena,meena
judah,Judá
teammate,companheiro de equipe
incarcerated,encarcerado
stylist,estilista
novice,novato
scarier,mais assustador
bloodthirsty,sanguinário
juanita,juanita
cornelius,Cornélio
vertigo,vertigem
pedestrian,pedestre
blazer,blazer
consistency,consistência
relativity,relatividade
regretting,lamentando
recharge,recarrega
plotted,traçado
revered,reverenciado
bloodbath,banho de sangue
psychosis,psicose
ok.,OK.
downing,derrubando
ramesh,Ramesh
affections,afetos
krang,Krang
humping,transar
hornet,vespa
rhetorical,retórico
distortion,distorção
reunite,reunir
carotid,carótida
lapse,lapso
trendy,na moda
bureaucracy,burocracia
carlotta,Carlota
sadist,sádico
sculpting,esculpir
orgasms,orgasmos
lenore,Lenore
incurable,incurável
mckenna,Mackenna
bikers,ciclistas
induced,induzido
creamy,cremoso
roadblocks,bloqueios
seductive,sedutor
wards,enfermarias
tintin,tintim
reverence,reverência
fluff,fofo
yoshida,Yoshida
willpower,força de vontade
bewitched,enfeitiçado
esta,esta
quitter,desistente
clinks,tilintar
pooped,fez coco
calculus,cálculo
tau,tau
overtake,ultrapassar
cultured,culto
honoring,honrando
fainting,desmaio
gazette,gazeta
bertram,Bertram
suns,sóis
scorn,desprezo
staple,grampo
sitcom,comédia
commie,comunista
vary,variar
alliances,alianças
huts,cabanas
synagogue,sinagoga
palestinians,palestinos
warhead,ogiva
space-time,espaço-tempo
nudge,cutucar
stampede,debandada
kabul,Cabul
avenger,vingador
scrapes,arranhões
disapprove,desaprovar
shamed,envergonhado
indications,indicações
senora,senhora
limitless,ilimitado
ahmad,ahmad
bonny,lindo
hawkes,falcões
grandeur,grandeza
showering,tomando banho
executions,execuções
suri,suri
defenders,defensores
translates,traduz
mila,Mila
bestow,conceder
mahal,mahal
dishonor,desonra
flips,vira
mooing,mugindo
subversive,subversivo
width,largura
yellowstone,pedra amarela
retreated,recuou
remembrance,lembrança
smelt,cheirava
hermes,Hermes
sphinx,esfinge
rhoda,Rhoda
sympathies,simpatias
lamar,lamar
dara,dara
never-ending,Nunca termina
downloading,baixando
rephrase,reformular
diseased,doente
aladdin,Aladim
rutledge,rutledge
ruddy,avermelhado
routines,rotinas
rearrange,reorganizar
synced,sincronizado
malignant,maligno
zeros,zeros
clancy,clancy
mythbusters,Caçadores de Mitos
salesmen,vendedores
maxie,Maxi
thad,isso
vie,competir
strangling,estrangulamento
cloning,clonagem
ranked,classificado
th-that,isso
monologue,monólogo
mehmet,mehmet
swami,swami
subsequent,subseqüente
madden,enlouquecer
hernia,hérnia
recommending,recomendando
bloodline,linhagem
cummings,cummings
logically,logicamente
oaf,idiota
corbett,corbete
shinji,Shinji
fruitcake,bolo de frutas
izzie,Izzie
rajesh,Rajesh
parson,pároco
jigsaw,quebra-cabeça
coven,conventículo
ach,dor
appalled,chocado
unlawful,ilegal
hepatitis,hepatite
briscoe,Briscoe
brianna,brianna
intoxicating,intoxicante
hither,aqui
cliche,clichê
forty-five,quarenta e cinco
timeless,Eterno
enquiries,inquéritos
pilates,pilates
governed,governado
all-out,tudo
garbled,distorcido
compounds,compostos
lebeau,lebeau
contributing,contribuindo
slicing,fatiamento
restraints,restrições
accents,acentos
daycare,creche
abuses,abusos
zee,zee
programmes,programas
rein,rédea
dwarfs,anões
frosting,geada
tingling,formigamento
brits,britânicos
neanderthals,neandertais
perk,vantagem
chirp,chilro
pheasant,faisão
popeye,papai
minefield,campo minado
vigil,vigília
mi-nam,mi-nam
invoke,invocar
rundown,atropelar
oily,oleoso
giacomo,Giacomo
prejudiced,preconceituoso
eyelashes,cílios
frannie,Frannie
ignacio,Inácio
hijack,sequestro
janeway,Janeway
maggot,larva
nationality,nacionalidade
godspeed,Boa Sorte Vá com Deus
hitman,assassino de aluguel
overflowing,transbordante
hispanic,hispânico
are,são
artagnan,Artagnan
fitch,Fitch
pathological,patológico
obsessing,obcecado
sugars,açúcares
bonaparte,Bonaparte
newcomers,recém-chegados
vanquish,vencer
willa,Willa
homeboy,rapaz
ravishing,arrebatador
finesse,sutileza
tick-tock,tique-taque
selective,seletivo
arraignment,acusação
superpowers,superpoderes
springer,saltador
incorporate,incorporar
shivers,arrepios
vinyl,vinil
accumulated,acumulado
ecosystem,ecossistema
vs,contra
grit,areia
emilie,Emília
gladiators,gladiadores
valentin,Valentim
gentry,pequena nobreza
parkinson,Parkinson
prune,ameixa seca
ning,nada
hots,quentes
nacho,nacho
thoughtless,impensado
shitload,merda
inhaler,inalador
observant,atento
csu,csu
prima,prima
sergey,Sergei
of,de
swagger,arrogância
forman,para homem
ensemble,conjunto
duval,duval
signore,signore
beale,beale
maui,maui
aida,aida
retaliate,retaliar
vacancy,vaga
why,por que
neela,neela
chong,chong
buoy,bóia
beneficiary,beneficiário
huntsmen,caçadores
interpreted,interpretado
kaoru,Kaoru
herod,Herodes
k9,k9
prodigal,pródigo
amid,entre
dispense,dispensar
occupational,ocupacional
loudspeaker,Alto-falante
stardate,Data da estrela
yawn,bocejar
reiko,Reiko
squawk,grasnar
repression,repressão
interval,intervalo
prometheus,Prometeu
senorita,senhorita
thi,isso
kennel,canil
dag,dia
gaia,Gaia
withheld,retido
unprepared,despreparado
frieda,Frida
tricia,Trícia
textbooks,livros didáticos
weld,soldar
facade,fachada
conferences,conferências
dusted,Empoeirado
tanning,bronzeamento
mantra,mantra
flux,fluxo
patronize,patrocinar
keung,Keung
dem,dem
thunk,thunk
tract,trato
pliers,alicate
anti,anti
gland,glândula
exes,ex
